Accession	IsEnzyme	Probability
A0A9P5GG56	True	0.9626023769378662
A8B296	False	0.001371279009617865
A8B976	False	0.0011981261195614934
A8BE61	False	0.0026590784545987844
A8BIQ0	False	0.00394896836951375
A8BS40	False	0.002141553908586502
A8PUY3	True	0.9737617373466492
A8PUY7	True	0.9697279334068298
A8PX35	True	0.9689244627952576
A8PX55	True	0.7299541234970093
A8Q9M3	True	0.9524186253547668
A8QB34	True	0.9611011147499084
A8QCV4	True	0.9644811749458313
A8QCV7	True	0.964518129825592
A8QDF0	True	0.976769745349884
B2J6D9	False	0.0006853812956251204
B5T072	True	0.8827240467071533
B6H997	True	0.9578135013580322
B6H999	True	0.9601567387580872
B9Q1V7	False	0.011749371886253357
C0HM44	False	0.006435534451156855
C0HM72	False	0.001075174892321229
C0HM73	False	0.0014487940352410078
C0HM74	False	0.0011440427042543888
C0HM75	False	0.000584844674449414
C0HM76	False	0.0011520001571625471
C0HM77	False	0.0010272640502080321
C0HM78	False	0.0010495296446606517
C0HM96	False	0.0013165903510525823
C0HM98	False	0.0015408567851409316
D5GSK5	False	0.4324626326560974
D5LJN4	False	0.08370369672775269
D9N4H3	True	0.9643218517303467
D9N4H4	True	0.9782276153564453
E1CJK0	True	0.9500613212585449
E1CJK1	True	0.9511052966117859
E1CJK2	True	0.8687249422073364
E2ITZ3	False	0.0007571824826300144
E9PXV9	False	0.0037322931457310915
F0NEL5	False	0.21493004262447357
F2Z3Y9	False	0.00137595203705132
F8VPU6	False	0.13040083646774292
G0RY74	False	0.00035855863825418055
G0RYE9	False	0.004609412048012018
G0RZB3	False	0.01476364117115736
G0S0N0	False	0.0029906316194683313
G0S2K4	False	0.0029904209077358246
G0S8F9	False	0.0023826316464692354
G3X9U1	False	0.0007712114020250738
I1RCD3	True	0.9853471517562866
I1RDA9	True	0.9926990866661072
I1RHF8	True	0.9911113381385803
I1RIF1	True	0.946985125541687
I1RLL3	True	0.9627938270568848
O23234	True	0.9106302857398987
O87333	True	0.965977132320404
P0DRB0	False	0.0009076997521333396
P0DRB1	False	0.0008548618643544614
P0DRB2	False	0.023341305553913116
P0DRB5	False	0.0007335389964282513
P0DRB6	False	0.0012118129525333643
P0DRB7	False	0.0009786818409338593
P0DRB9	False	0.0006668678834103048
P0DRC0	False	0.0007318732677958906
P0DRC1	False	0.0006285305717028677
P0DRC2	False	0.0007189336465671659
P0DRC3	False	0.0006819362752139568
P0DRC4	False	0.0016353982500731945
P0DW67	True	0.9545239806175232
P0DW70	True	0.9786649346351624
P0DX55	False	0.04520350694656372
P0DX56	False	0.0013308745110407472
P0DX57	False	0.25062352418899536
P0DX58	False	0.281679630279541
P0DX60	False	0.0016526554245501757
P0DX61	False	0.0025618139188736677
P0DX63	False	0.002068709349259734
P0DX64	False	0.0005789544666185975
P0DX80	True	0.7452707886695862
P0DX88	False	0.10838302969932556
P9WEM7	True	0.9644531607627869
Q0P9A8	True	0.9895322322845459
Q25799	False	0.0020422437228262424
Q3UJB0	False	0.003859663847833872
Q47594	True	0.9951462149620056
Q47595	True	0.9678851962089539
Q4D321	True	0.9184932708740234
Q4D5J7	True	0.9911976456642151
Q4DHY2	True	0.9910336136817932
Q4DHY3	True	0.9921107888221741
Q4DUK4	True	0.9913088083267212
Q4DUK7	True	0.9923783540725708
Q4Q5G6	True	0.9694464802742004
Q4QJ85	True	0.9523787498474121
Q5A5P7	False	0.0008444050909020007
Q5AHZ2	False	0.001996011706069112
Q5AMH1	False	0.019160209223628044
Q6PBS3	True	0.5098757147789001
Q6UAV6	True	0.6758982539176941
Q7R7U6	False	0.0484897755086422
Q7VNA4	True	0.9951543807983398
Q89Y81	False	0.34491056203842163
Q8CY84	False	0.0037505982909351587
Q8DN86	False	0.004817698150873184
Q8DN89	False	0.0012056517880409956
Q8DN90	False	0.0007205959991551936
Q8I2T9	False	0.17006604373455048
Q8I3N6	False	0.0014252273831516504
Q8IIW9	False	0.05154496431350708
Q8IJK4	True	0.5989027619361877
Q8ISM1	False	0.005707481876015663
Q8LPU1	False	0.009935555048286915
Q8NQU2	False	0.002236088505014777
Q8NQU3	False	0.0014979863772168756
Q8NQU4	True	0.7705786824226379
Q8VQ46	True	0.7412600517272949
Q8YS57	False	0.0034215948544442654
Q8YT25	False	0.01023352611809969
Q8YVP4	False	0.007845566608011723
Q91QS4	False	0.05220064893364906
Q9HE20	True	0.9802218079566956
Q9HUF5	True	0.9978400468826294
Q9P451	True	0.9674944877624512
Q9VWB1	False	0.003960076253861189
W8X5L3	False	0.00608322536572814
A0A146B130	False	0.00115899124648422
A0A1C8HQ06	False	0.09776876121759415
A0A1C8HSP0	False	0.001756093348376453
A0A1X7TVA9	True	0.647111177444458
A0A2I2F2M7	True	0.8580368161201477
A0A2K8FTP3	False	0.006173674017190933
A0A509AKQ7	False	0.008047247305512428
A0A509AQJ1	False	0.009623421356081963
A0A644F0T7	False	0.04669977352023125
A0A8R9Z5V5	True	0.9700619578361511
A0A8U0LTF0	False	0.0022759237326681614
A0A8U0LTF5	False	0.001521695521660149
A0A8U0LTY4	False	0.009611835703253746
A0A976XK90	False	0.001901558949612081
A0A976XKR0	False	0.0019143333192914724
A0A9P5GH02	True	0.9595244526863098
A8B1U4	False	0.0007928941631689668
A8B5V9	False	0.31769633293151855
A8B9C5	True	0.5006682872772217
A8B9P2	False	0.01515260897576809
A8BAF1	False	0.2639920711517334
A8BER9	False	0.017777176573872566
A8BGV3	False	0.00039178342558443546
A8BJ15	False	0.06890714913606644
A8BJ87	False	0.11079822480678558
B6H998	False	0.0030133603140711784
C0HLN1	False	0.0011586827458813787
C0HM61	False	0.002373174764215946
C0HM80	False	0.03386921435594559
C0HM97	False	0.0011733052087947726
C0HMA1	False	0.0758291482925415
C0HMA2	False	0.013543790206313133
D4AD75	True	0.9854104518890381
J9RWN8	False	0.0009523932239972055
P0DRB3	False	0.0009920293232426047
P0DRB4	False	0.0011839258950203657
P0DW68	True	0.7505691647529602
P0DW69	False	0.3960212171077728
P0DW71	False	0.07230228185653687
P0DX52	False	0.0013944407692179084
P0DX53	False	0.001307332538999617
P0DX59	False	0.247348815202713
P0DX62	True	0.9924383759498596
P0DX65	False	0.1320737898349762
P0DX66	True	0.7452707886695862
P0DX67	False	0.06881386786699295
P0DX68	False	0.04298959672451019
P0DX69	True	0.6946431398391724
P0DX70	False	0.0021720807999372482
P0DX71	True	0.9132232666015625
P0DX72	False	0.4037351906299591
P0DX73	False	0.0559181272983551
P0DX74	False	0.0009941969765350223
P0DX75	True	0.9132232666015625
P0DX77	True	0.6946431398391724
P0DX78	False	0.04298959672451019
P0DX79	False	0.06881386786699295
P0DX81	False	0.004541429225355387
P0DX89	False	0.1156107634305954
P74433	False	0.0022397562861442566
P9WEM4	False	0.003773631528019905
Q4J8K8	False	0.007996727712452412
Q4WDK4	False	0.0007062614895403385
Q4WE50	False	0.0009490475058555603
Q5A995	False	0.0011258503654971719
Q5AEI1	False	0.021237455308437347
Q6UAX6	False	0.0009337857482023537
Q8VZU4	False	0.0004991773748770356
Q8W5V1	False	0.4470573961734772
Q9LC67	True	0.9806581735610962
Q9NFZ1	False	0.00291602429933846
V9GWY9	False	0.0007930854335427284
W8X9R5	True	0.9952895641326904
A0A410N6V5	False	0.010817596688866615
A0A8V8TNH8	False	0.0017337806057184935
A0A8V8TPE2	False	0.001753668300807476
C0HM84	False	0.003635183908045292
C0HM85	False	0.012475235387682915
C0HM86	False	0.0042447280138731
C0HM87	False	0.008658581413328648
C0HM88	False	0.013994846493005753
C0HM89	False	0.005202307831496
C0HM90	False	0.004118764773011208
C0HM91	False	0.018493475392460823
C0HM92	False	0.005177428480237722
C0HM93	False	0.005723163019865751
C0HM94	False	0.022259848192334175
C0HM95	False	0.020081575959920883
